,nature,type,id,description,cwe_counts
227,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),44
228,MemberOf,category,1171,SEI CERT C Coding Standard - Guidelines 50. POSIX (POS),15
229,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),301
230,MemberOf,category,1181,SEI CERT Perl Coding Standard - Guidelines 03. Expressions (EXP),65
231,MemberOf,category,1198,Privilege Separation and Access Control Issues,9
232,MemberOf,category,1205,Security Primitives and Cryptography Issues,15
233,MemberOf,category,1208,Cross-Cutting Problems,4
234,MemberOf,category,1210,Audit / Logging Errors,6
235,MemberOf,category,1211,Authentication Errors,10
236,MemberOf,category,1212,Authorization Errors,2
237,MemberOf,category,1213,Random Number Issues,1
238,MemberOf,category,1214,Data Integrity Issues,20
239,MemberOf,category,1215,Data Validation Issues,56
240,MemberOf,category,1218,Memory Buffer Errors,833
241,MemberOf,category,1219,File Handling Issues,207
242,MemberOf,category,1226,Complexity Issues,105
243,MemberOf,category,1228,API / Function Errors,32
244,MemberOf,category,1237,SFP Primary Cluster: Faulty Resource Release,14
245,MemberOf,category,1238,SFP Primary Cluster: Failure to Release Memory,16
246,MemberOf,category,1306,CISQ Quality Measures - Reliability,566
247,MemberOf,category,1308,CISQ Quality Measures - Security,828
248,MemberOf,category,133,String Errors,4
249,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,843
250,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,53
251,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1031
252,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,359
253,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,43
254,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,32
255,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,301
256,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,150
257,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),34
258,MemberOf,category,136,Type Errors,77
259,MemberOf,category,1364,ICS Communications: Zone Boundary Failures,149
260,MemberOf,category,1365,ICS Communications: Unreliability,19
261,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,882
262,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,166
263,MemberOf,category,1369,ICS Supply Chain: IT/OT Convergence/Expansion,17
264,MemberOf,category,137,Data Neutralization Issues,272
265,MemberOf,category,1370,ICS Supply Chain: Common Mode Frailties,43
266,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,8
267,MemberOf,category,1372,ICS Supply Chain: OT Counterfeit and Malicious Corruption,17
268,MemberOf,category,1373,ICS Engineering (Construction/Deployment): Trust Model Problems,7
269,MemberOf,category,1376,ICS Engineering (Construction/Deployment): Security Gaps in Commissioning,19
270,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,610
271,MemberOf,category,1396,Comprehensive Categorization: Access Control,228
272,MemberOf,category,1397,Comprehensive Categorization: Comparison,70
273,MemberOf,category,1398,Comprehensive Categorization: Component Interaction,26
274,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,1122
275,MemberOf,category,1401,Comprehensive Categorization: Concurrency,29
276,MemberOf,category,1402,Comprehensive Categorization: Encryption,242
277,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,143
278,MemberOf,category,1404,Comprehensive Categorization: File Handling,338
279,MemberOf,category,1405,Comprehensive Categorization: Improper Check or Handling of Exceptional Conditions,76
280,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,609
281,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,77
282,MemberOf,category,1408,Comprehensive Categorization: Incorrect Calculation,488
283,MemberOf,category,1409,Comprehensive Categorization: Injection,459
284,MemberOf,category,1410,Comprehensive Categorization: Insufficient Control Flow Management,611
285,MemberOf,category,1411,Comprehensive Categorization: Insufficient Verification of Data Authenticity,116
286,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,407
287,MemberOf,category,1413,Comprehensive Categorization: Protection Mechanism Failure,43
288,MemberOf,category,1414,Comprehensive Categorization: Randomness,1
289,MemberOf,category,1415,Comprehensive Categorization: Resource Control,220
290,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,723
291,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,627
292,MemberOf,category,1418,Comprehensive Categorization: Violation of Secure Design Principles,8
293,MemberOf,category,189,Numeric Errors,514
294,MemberOf,category,19,Data Processing Errors,52
295,MemberOf,category,199,Information Management Errors,552
296,MemberOf,category,227,7PK - API Abuse,15
297,MemberOf,category,254,7PK - Security Features,183
298,MemberOf,category,255,Credentials Management Errors,13
299,MemberOf,category,265,Privilege Issues,8
300,MemberOf,category,275,Permission Issues,13
301,MemberOf,category,310,Cryptographic Issues,26
302,MemberOf,category,361,7PK - Time and State,66
303,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",582
304,MemberOf,category,398,7PK - Code Quality,496
305,MemberOf,category,399,Resource Management Errors,381
306,MemberOf,category,417,Communication Channel Errors,46
307,MemberOf,category,429,Handler Errors,16
308,MemberOf,category,438,Behavioral Problems,56
309,MemberOf,category,452,Initialization and Cleanup Errors,2
310,MemberOf,category,465,Pointer Issues,435
311,MemberOf,category,485,7PK - Encapsulation,86
312,MemberOf,category,557,Concurrency Issues,12
313,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),130
314,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,78
315,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,58
316,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,193
317,MemberOf,category,716,OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF),27
318,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,229
319,MemberOf,category,718,OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,4
320,MemberOf,category,719,OWASP Top Ten 2007 Category A8 - Insecure Cryptographic Storage,4
321,MemberOf,category,720,OWASP Top Ten 2007 Category A9 - Insecure Communications,4
322,MemberOf,category,721,OWASP Top Ten 2007 Category A10 - Failure to Restrict URL Access,11
323,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,904
324,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,269
325,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,77
326,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,130
327,MemberOf,category,726,OWASP Top Ten 2004 Category A5 - Buffer Overflows,150
328,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,155
329,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,102
330,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,49
331,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,885
332,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,250
333,MemberOf,category,737,CERT C Secure Coding Standard (2008) Chapter 4 - Expressions (EXP),382
334,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),1070
335,MemberOf,category,739,CERT C Secure Coding Standard (2008) Chapter 6 - Floating Point (FLP),271
336,MemberOf,category,740,CERT C Secure Coding Standard (2008) Chapter 7 - Arrays (ARR),60
337,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),195
338,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),1430
339,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),284
340,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),72
341,MemberOf,category,745,CERT C Secure Coding Standard (2008) Chapter 12 - Signals (SIG),7
342,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),569
343,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),637
344,MemberOf,category,748,CERT C Secure Coding Standard (2008) Appendix - POSIX (POS),9
345,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,858
346,MemberOf,category,752,2009 Top 25 - Risky Resource Management,224
347,MemberOf,category,753,2009 Top 25 - Porous Defenses,44
348,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,335
349,MemberOf,category,802,2010 Top 25 - Risky Resource Management,726
350,MemberOf,category,803,2010 Top 25 - Porous Defenses,42
351,MemberOf,category,808,2010 Top 25 - Weaknesses On the Cusp,500
352,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,38
353,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),130
354,MemberOf,category,812,OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,5
355,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,261
356,MemberOf,category,814,OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF),27
357,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,89
358,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,188
359,MemberOf,category,817,OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,16
360,MemberOf,category,818,OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection,4
361,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,33
362,MemberOf,category,840,Business Logic Errors,74
363,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),97
364,MemberOf,category,846,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 3 - Declarations and Initialization (DCL),23
365,MemberOf,category,847,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 4 - Expressions (EXP),6
366,MemberOf,category,848,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 5 - Numeric Types and Operations (NUM),266
367,MemberOf,category,850,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 7 - Methods (MET),494
368,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),160
369,MemberOf,category,852,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 9 - Visibility and Atomicity (VNA),24
370,MemberOf,category,853,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 10 - Locking (LCK),7
371,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),442
372,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),548
373,MemberOf,category,859,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 16 - Platform Security (SEC),15
374,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),344
375,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,244
376,MemberOf,category,865,2011 Top 25 - Risky Resource Management,614
377,MemberOf,category,866,2011 Top 25 - Porous Defenses,49
378,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,620
379,MemberOf,category,871,CERT C++ Secure Coding Section 03 - Expressions (EXP),364
380,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),1070
381,MemberOf,category,873,CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP),271
382,MemberOf,category,874,CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR),60
383,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),195
384,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),1504
385,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),404
386,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),72
387,MemberOf,category,879,CERT C++ Secure Coding Section 11 - Signals (SIG),7
388,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),229
