,nature,type,id,description,cwe_counts
71,ChildOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,27
72,ChildOf,class,116,Improper Encoding or Escaping of Output,3
73,ChildOf,class,1177,Use of Prohibited Code,16
74,ChildOf,class,1390,Weak Authentication,1
75,ChildOf,class,1391,Use of Weak Credentials,3
76,ChildOf,class,20,Improper Input Validation,3
77,ChildOf,class,287,Improper Authentication,4
78,ChildOf,class,311,Missing Encryption of Sensitive Data,24
79,ChildOf,class,345,Insufficient Verification of Data Authenticity,2
80,ChildOf,class,405,Asymmetric Resource Consumption (Amplification),1
81,ChildOf,class,573,Improper Following of Specification by Caller,13
82,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,10
83,ChildOf,class,668,Exposure of Resource to Wrong Sphere,1
84,ChildOf,class,671,Lack of Administrator Control over Security,3
85,ChildOf,class,674,Uncontrolled Recursion,2
86,ChildOf,class,732,Incorrect Permission Assignment for Critical Resource,12
87,ChildOf,class,862,Missing Authorization,24
88,ChildOf,class,863,Incorrect Authorization,5
89,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,1
90,ChildOf,class,923,Improper Restriction of Communication Channel to Intended Endpoints,6
91,ChildOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,1
92,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,355
93,ChildOf,pillar,693,Protection Mechanism Failure,15
94,ChildOf,pillar,697,Incorrect Comparison,3
95,ChildOf,pillar,707,Improper Neutralization,265
96,ChildOf,pillar,710,Improper Adherence to Coding Standards,6
97,ChildOf,pillar,284,Improper Access Control,10
98,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,41
99,ChildOf,pillar,693,Protection Mechanism Failure,17
100,MemberOf,category,19,Data Processing Errors,17
101,MemberOf,category,137,Data Neutralization Issues,789
102,MemberOf,category,199,Information Management Errors,324
103,MemberOf,category,254,7PK - Security Features,71
104,MemberOf,category,255,Credentials Management Errors,11
105,MemberOf,category,310,Cryptographic Issues,22
106,MemberOf,category,361,7PK - Time and State,19
107,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",88
108,MemberOf,category,399,Resource Management Errors,7757
109,MemberOf,category,417,Communication Channel Errors,82
110,MemberOf,category,485,7PK - Encapsulation,94
111,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),30
112,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,27
113,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,432
114,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,7057
115,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,153
116,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,162
117,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,14114
118,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,30
119,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,468
120,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,88
121,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,15
122,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,355
123,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,160
124,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),91
125,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),600
126,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),91
127,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),7057
128,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),600
129,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),91
130,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),91
131,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,701
132,MemberOf,category,752,2009 Top 25 - Risky Resource Management,7189
133,MemberOf,category,753,2009 Top 25 - Porous Defenses,15
134,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,459
135,MemberOf,category,802,2010 Top 25 - Risky Resource Management,7057
136,MemberOf,category,803,2010 Top 25 - Porous Defenses,15
137,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,627
138,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),30
139,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,14114
140,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,88
141,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,86
142,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,14
143,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),465
144,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),176
145,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),149
146,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),1055
147,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),355
148,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,371
149,MemberOf,category,865,2011 Top 25 - Risky Resource Management,7057
150,MemberOf,category,866,2011 Top 25 - Porous Defenses,15
151,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,88
152,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),91
153,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),600
154,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),91
155,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),14114
156,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),600
157,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),176
158,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),271
159,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,636
160,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),30
161,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,14114
162,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,94
163,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,97
164,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,14
165,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,26
166,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,383
167,MemberOf,category,964,SFP Secondary Cluster: Exposure Temporary File,19
168,MemberOf,category,966,SFP Secondary Cluster: Other Exposures,2
169,MemberOf,category,975,SFP Secondary Cluster: Architecture,71
170,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,28228
171,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,355
172,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,7875
173,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,132
174,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,165
175,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,791
176,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,6
177,MemberOf,category,1005,7PK - Input Validation and Representation,7205
178,MemberOf,category,1006,Bad Coding Practices,6
179,MemberOf,category,1009,Audit,59
180,MemberOf,category,1010,Authenticate Actors,11
181,MemberOf,category,1011,Authorize Actors,71
182,MemberOf,category,1013,Encrypt Data,109
183,MemberOf,category,1014,Identify Actors,1
184,MemberOf,category,1015,Limit Access,7145
185,MemberOf,category,1019,Validate Inputs,8794
186,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,629
187,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,169
188,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,7057
189,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,88
190,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),30
191,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,700
192,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,14486
193,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),465
194,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),149
195,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),1055
196,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),370
197,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),91
198,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),600
199,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),19
200,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),15
201,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),7354
202,MemberOf,category,1211,Authentication Errors,1
203,MemberOf,category,1219,File Handling Issues,7057
204,MemberOf,category,1226,Complexity Issues,297
205,MemberOf,category,1308,CISQ Quality Measures - Security,14871
206,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,14365
207,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,37
208,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,8243
209,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,7216
210,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,16
211,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,1
212,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,700
213,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,59
214,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),82
215,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,105
216,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,71
217,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,6
218,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,106
219,MemberOf,category,1396,Comprehensive Categorization: Access Control,99
220,MemberOf,category,1397,Comprehensive Categorization: Comparison,6
221,MemberOf,category,1402,Comprehensive Categorization: Encryption,122
222,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,7076
223,MemberOf,category,1404,Comprehensive Categorization: File Handling,21171
224,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,91
225,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,165
226,MemberOf,category,1409,Comprehensive Categorization: Injection,7989
227,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,6
228,MemberOf,category,1415,Comprehensive Categorization: Resource Control,700
229,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,652
230,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,371
231,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,21504
232,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,22
233,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,37
234,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,8243
235,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,7128
236,MemberOf,category,1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,1
237,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,700
238,MemberOf,category,1444,OWASP Top Ten 2025 Category A09:2025 - Logging & Alerting Failures,59
239,MemberOf,category,1445,OWASP Top Ten 2025 Category A10:2025 - Mishandling of Exceptional Conditions,94
240,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,8598
241,MemberOf,category,1001,SFP Secondary Cluster: Use of an Improper API,16
242,MemberOf,category,1006,Bad Coding Practices,13
243,MemberOf,category,1009,Audit,3
244,MemberOf,category,1010,Authenticate Actors,8
245,MemberOf,category,1011,Authorize Actors,37
246,MemberOf,category,1013,Encrypt Data,18
247,MemberOf,category,1015,Limit Access,5
248,MemberOf,category,1019,Validate Inputs,18
249,MemberOf,category,1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,6
250,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,14
251,MemberOf,category,1030,OWASP Top Ten 2017 Category A4 - XML External Entities (XXE),6
252,MemberOf,category,1129,CISQ Quality Measures (2016) - Reliability,1
253,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,3
254,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),3
255,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),6
256,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),12
257,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),5
258,MemberOf,category,1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),1
259,MemberOf,category,1158,SEI CERT C Coding Standard - Guidelines 04. Integers (INT),1
260,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),17
261,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),16
262,MemberOf,category,1167,SEI CERT C Coding Standard - Guidelines 12. Error Handling (ERR),16
263,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),18
264,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),18
265,MemberOf,category,1198,Privilege Separation and Access Control Issues,6
266,MemberOf,category,1207,Debug and Test Problems,12
267,MemberOf,category,1210,Audit / Logging Errors,3
268,MemberOf,category,1212,Authorization Errors,24
269,MemberOf,category,1228,API / Function Errors,16
270,MemberOf,category,1306,CISQ Quality Measures - Reliability,1
271,MemberOf,category,1308,CISQ Quality Measures - Security,9
272,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,47
273,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,17
274,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,17
275,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,1
276,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,11
277,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,8
278,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,1
279,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,3
280,MemberOf,category,1364,ICS Communications: Zone Boundary Failures,6
281,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,33
282,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,5
283,MemberOf,category,137,Data Neutralization Issues,3
284,MemberOf,category,1376,ICS Engineering (Construction/Deployment): Security Gaps in Commissioning,6
285,MemberOf,category,1396,Comprehensive Categorization: Access Control,51
286,MemberOf,category,1402,Comprehensive Categorization: Encryption,14
287,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,1
288,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,3
289,MemberOf,category,1409,Comprehensive Categorization: Injection,17
290,MemberOf,category,1411,Comprehensive Categorization: Insufficient Verification of Data Authenticity,1
291,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,29
292,MemberOf,category,1414,Comprehensive Categorization: Randomness,2
293,MemberOf,category,1415,Comprehensive Categorization: Resource Control,1
294,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,41
295,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,9
296,MemberOf,category,1437,OWASP Top Ten 2025 Category A02:2025 - Security Misconfiguration,11
297,MemberOf,category,1439,OWASP Top Ten 2025 Category A04:2025 - Cryptographic Failures,17
298,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,17
299,MemberOf,category,1441,OWASP Top Ten 2025 Category A06:2025 - Insecure Design,17
300,MemberOf,category,1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,8
301,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,1
302,MemberOf,category,1444,OWASP Top Ten 2025 Category A09:2025 - Logging & Alerting Failures,3
303,MemberOf,category,19,Data Processing Errors,6
304,MemberOf,category,199,Information Management Errors,12
305,MemberOf,category,254,7PK - Security Features,5
306,MemberOf,category,255,Credentials Management Errors,3
307,MemberOf,category,275,Permission Issues,6
308,MemberOf,category,320,Key Management Errors,3
309,MemberOf,category,399,Resource Management Errors,1
310,MemberOf,category,716,OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF),1
311,MemberOf,category,718,OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,6
312,MemberOf,category,719,OWASP Top Ten 2007 Category A8 - Insecure Cryptographic Storage,3
313,MemberOf,category,720,OWASP Top Ten 2007 Category A9 - Insecure Communications,3
314,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,2
315,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,9
316,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,3
317,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,3
318,MemberOf,category,737,CERT C Secure Coding Standard (2008) Chapter 4 - Expressions (EXP),1
319,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),16
320,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),1
321,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),22
322,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),16
323,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),3
324,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,13
325,MemberOf,category,753,2009 Top 25 - Porous Defenses,5
326,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,1
327,MemberOf,category,803,2010 Top 25 - Porous Defenses,3
328,MemberOf,category,808,2010 Top 25 - Weaknesses On the Cusp,2
329,MemberOf,category,812,OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,8
330,MemberOf,category,814,OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF),1
331,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,2
332,MemberOf,category,818,OWASP Top Ten 2010 Category A9 - Insufficient Transport Layer Protection,12
333,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),6
334,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),12
335,MemberOf,category,859,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 16 - Platform Security (SEC),12
336,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),5
337,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,1
338,MemberOf,category,865,2011 Top 25 - Risky Resource Management,16
339,MemberOf,category,866,2011 Top 25 - Porous Defenses,3
340,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,2
341,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),16
342,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),1
343,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),22
344,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),3
345,MemberOf,category,905,SFP Primary Cluster: Predictability,2
346,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,1
347,MemberOf,category,930,OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,6
348,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,38
349,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,14
350,MemberOf,category,936,OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF),1
351,MemberOf,category,946,SFP Secondary Cluster: Insecure Resource Permissions,6
352,MemberOf,category,947,SFP Secondary Cluster: Authentication Bypass,5
353,MemberOf,category,950,SFP Secondary Cluster: Hardcoded Sensitive Data,1
354,MemberOf,category,959,SFP Secondary Cluster: Weak Cryptography,2
355,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,17
356,MemberOf,category,978,SFP Secondary Cluster: Implementation,13
357,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,38
358,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,22
359,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,1
360,MemberOf,category,998,SFP Secondary Cluster: Glitch in Computation,1
361,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,7696
362,MemberOf,view,884,CWE Cross-section,30395
363,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,694
364,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,8752
365,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,8346
366,MemberOf,view,1340,CISQ Data Protection Measures,14942
367,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,8751
368,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,8774
369,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,8419
