,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
10,13,PeerOf,class,345,Insufficient Verification of Data Authenticity,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
11,14,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
12,15,CanPrecede,base,41,Improper Resolution of Path Equivalence,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
13,16,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
14,17,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
15,18,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
16,19,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
17,20,ParentOf,variant,129,Improper Validation of Array Index,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
18,21,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
19,22,MemberOf,category,1019,Validate Inputs,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
20,23,ParentOf,base,15,External Control of System or Configuration Setting,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
21,24,ParentOf,base,73,External Control of File Name or Path,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
22,25,ParentOf,variant,102,Struts: Duplicate Validation Forms,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
23,26,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
24,27,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
25,28,ParentOf,variant,105,Struts: Form Field Without Validator,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
26,29,ParentOf,variant,106,Struts: Plug-in Framework not in Use,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
27,30,ParentOf,variant,107,Struts: Unused Validation Form,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
28,31,ParentOf,variant,108,Struts: Unvalidated Action Form,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
29,32,ParentOf,variant,109,Struts: Validator Turned Off,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
30,33,ParentOf,variant,110,Struts: Validator Without Form Field,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
31,34,ParentOf,variant,111,Direct Use of Unsafe JNI,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
32,35,ParentOf,base,112,Missing XML Validation,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
33,36,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
34,37,ParentOf,class,114,Process Control,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
35,38,ParentOf,base,117,Improper Output Neutralization for Logs,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
36,39,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
37,40,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
38,41,ParentOf,base,134,Use of Externally-Controlled Format String,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
39,42,ParentOf,base,170,Improper Null Termination,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
40,43,ParentOf,base,190,Integer Overflow or Wraparound,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
41,44,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
42,45,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
43,46,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
44,47,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
45,48,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
46,49,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
47,50,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
48,51,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
49,52,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
50,53,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
51,54,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
52,55,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
53,56,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
54,57,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
55,58,MemberOf,category,1005,7PK - Input Validation and Representation,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
56,59,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
57,60,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
58,61,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
59,62,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
60,63,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
61,64,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
62,65,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
63,66,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
64,67,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
65,68,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,81,20,"['danswerai', 'rasa', 'pytorch', 'mindsdb', 'AutoViz', 'Auto_ViML', 'spammy', 'pytensor', 'ViZDoom', 'nalp', 'numpy', 'pattern', 'catboost']"
66,3,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
67,4,ParentOf,variant,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
68,5,ParentOf,variant,81,Improper Neutralization of Script in an Error Message Web Page,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
69,6,ParentOf,variant,83,Improper Neutralization of Script in Attributes in a Web Page,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
70,7,ParentOf,variant,84,Improper Neutralization of Encoded URI Schemes in a Web Page,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
71,8,ParentOf,variant,85,Doubled Character XSS Manipulations,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
72,9,ParentOf,variant,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
73,10,ParentOf,variant,87,Improper Neutralization of Alternate XSS Syntax,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
74,11,PeerOf,composite,352,Cross-Site Request Forgery (CSRF),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
75,12,CanFollow,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
76,13,CanFollow,base,184,Incomplete List of Disallowed Inputs,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
77,14,CanPrecede,base,494,Download of Code Without Integrity Check,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
78,15,MemberOf,category,137,Data Neutralization Issues,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
79,16,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
80,17,MemberOf,category,1019,Validate Inputs,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
81,18,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
82,19,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
83,20,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
84,21,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
85,22,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
86,23,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
87,24,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
88,25,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
89,26,MemberOf,view,884,CWE Cross-section,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
90,27,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
91,28,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
92,29,MemberOf,category,1005,7PK - Input Validation and Representation,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
93,30,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
94,31,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
95,32,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
96,33,MemberOf,category,1308,CISQ Quality Measures - Security,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
97,34,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
98,35,MemberOf,view,1340,CISQ Data Protection Measures,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
99,36,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
100,37,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
101,38,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
102,39,MemberOf,category,1409,Comprehensive Categorization: Injection,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
103,40,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
104,41,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,14,79,"['mlflow', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'cornac', 'machine-learning']"
105,3,ChildOf,pillar,707,Improper Neutralization,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
106,4,ParentOf,base,117,Improper Output Neutralization for Logs,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
107,5,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
108,6,ParentOf,base,838,Inappropriate Encoding for Output Context,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
109,7,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
110,8,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
111,9,ParentOf,base,838,Inappropriate Encoding for Output Context,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
112,10,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
113,11,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
114,12,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
115,13,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,14,116,"['mlflow', 'open-webui', 'cornac', 'pytorch', 'mindsdb', 'deepface', 'PyTorchCV', 'catboost', 'machine-learning']"
