,number,state,url,html_url,created_at,updated_at,dismissed_at,dismissed_by,dismissed_reason,dismissed_comment,fixed_at,auto_dismissed_at,dependency.package.ecosystem,dependency.package.name,dependency.manifest_path,dependency.scope,security_advisory.ghsa_id,security_advisory.cve_id,security_advisory.summary,security_advisory.description,security_advisory.severity,security_advisory.identifiers,security_advisory.references,security_advisory.published_at,security_advisory.updated_at,security_advisory.withdrawn_at,security_advisory.vulnerabilities,security_advisory.cvss.vector_string,security_advisory.cvss.score,security_advisory.cwes,security_vulnerability.package.ecosystem,security_vulnerability.package.name,security_vulnerability.severity,security_vulnerability.vulnerable_version_range,security_vulnerability.first_patched_version,security_vulnerability.first_patched_version.identifier,repo_name
19,17,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/17,https://github.com/fcas/stellargraph/security/dependabot/17,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-77gc-v2xv-rvvh,CVE-2021-25287,Out-of-bounds Read in Pillow,"An issue was discovered in Pillow before 8.2.0. There is an out-of-bounds read in J2kDecode, in j2ku_graya_la.",critical,"[{'value': 'GHSA-77gc-v2xv-rvvh', 'type': 'GHSA'}, {'value': 'CVE-2021-25287', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-25287'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377#issuecomment-833821470'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377/commits/3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-25287-cve-2021-25288-fix-oob-read-in-jpeg2kdecode'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL/'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://github.com/python-pillow/Pillow/commit/3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87'}, {'url': 'https://github.com/advisories/GHSA-77gc-v2xv-rvvh'}]",2021-06-08T18:49:02Z,2023-02-01T05:05:50Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'critical', 'vulnerable_version_range': '>= 2.4.0, < 8.2.0', 'first_patched_version': {'identifier': '8.2.0'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,9.1,"[{'cwe_id': 'CWE-125', 'name': 'Out-of-bounds Read'}]",pip,Pillow,critical,">= 2.4.0, < 8.2.0",,8.2.0,stellargraph
20,16,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/16,https://github.com/fcas/stellargraph/security/dependabot/16,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-g6rj-rv7j-xwp4,CVE-2021-28675,Pillow Denial of service,An issue was discovered in Pillow before 8.2.0. `PSDImagePlugin.PsdImageFile` lacked a sanity check on the number of input layers relative to the size of the data block. This could lead to a DoS on `Image.open` prior to `Image.load`.,medium,"[{'value': 'GHSA-g6rj-rv7j-xwp4', 'type': 'GHSA'}, {'value': 'CVE-2021-28675', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-28675'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377/commits/22e9bee4ef225c0edbb9323f94c26cee0c623497'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28675-fix-dos-in-psdimageplugin'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL/'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://github.com/advisories/GHSA-g6rj-rv7j-xwp4'}]",2021-06-08T18:49:11Z,2023-09-04T16:32:28Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'medium', 'vulnerable_version_range': '< 8.2.0', 'first_patched_version': {'identifier': '8.2.0'}}]",CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,5.5,"[{'cwe_id': 'CWE-233', 'name': 'Improper Handling of Parameters'}, {'cwe_id': 'CWE-252', 'name': 'Unchecked Return Value'}]",pip,Pillow,medium,< 8.2.0,,8.2.0,stellargraph
21,15,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/15,https://github.com/fcas/stellargraph/security/dependabot/15,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-hjfx-8p6c-g7gx,CVE-2021-28678,Insufficient Verification of Data Authenticity in Pillow,"An issue was discovered in Pillow before 8.2.0. For BLP data, BlpImagePlugin did not properly check that reads (after jumping to file offsets) returned data. This could lead to a DoS where the decoder could be run a large number of times on empty data.",medium,"[{'value': 'GHSA-hjfx-8p6c-g7gx', 'type': 'GHSA'}, {'value': 'CVE-2021-28678', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-28678'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377/commits/496245aa4365d0827390bd0b6fbd11287453b3a1'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28678-fix-blp-dos'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL/'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://github.com/advisories/GHSA-hjfx-8p6c-g7gx'}]",2021-06-08T18:49:20Z,2023-09-04T16:28:25Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'medium', 'vulnerable_version_range': '>= 5.1.0, < 8.2.0', 'first_patched_version': {'identifier': '8.2.0'}}]",CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,5.5,"[{'cwe_id': 'CWE-345', 'name': 'Insufficient Verification of Data Authenticity'}]",pip,Pillow,medium,">= 5.1.0, < 8.2.0",,8.2.0,stellargraph
22,14,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/14,https://github.com/fcas/stellargraph/security/dependabot/14,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-rwv7-3v45-hg29,CVE-2021-25288,Out-of-bounds Read,"An issue was discovered in Pillow before 8.2.0. There is an out-of-bounds read in J2kDecode, in j2ku_gray_i. This dates to Pillow 2.4.0.",critical,"[{'value': 'GHSA-rwv7-3v45-hg29', 'type': 'GHSA'}, {'value': 'CVE-2021-25288', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-25288'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377#issuecomment-833821470'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-25287-cve-2021-25288-fix-oob-read-in-jpeg2kdecode'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL/'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://github.com/python-pillow/Pillow/commit/3bf5eddb89afdf690eceaa52bc4d3546ba9a5f87'}, {'url': 'https://github.com/advisories/GHSA-rwv7-3v45-hg29'}]",2021-06-08T18:49:28Z,2023-02-01T05:06:07Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'critical', 'vulnerable_version_range': '>= 2.4.0, < 8.2.0', 'first_patched_version': {'identifier': '8.2.0'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H,9.1,"[{'cwe_id': 'CWE-125', 'name': 'Out-of-bounds Read'}]",pip,Pillow,critical,">= 2.4.0, < 8.2.0",,8.2.0,stellargraph
23,13,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/13,https://github.com/fcas/stellargraph/security/dependabot/13,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-q5hq-fp76-qmrc,CVE-2021-28677,Uncontrolled Resource Consumption in Pillow,"An issue was discovered in Pillow before 8.2.0. For EPS data, the readline implementation used in EPSImageFile has to deal with any combination of \r and \n as line endings. It used an accidentally quadratic method of accumulating lines while looking for a line ending. A malicious EPS file could use this to perform a DoS of Pillow in the open phase, before an image was accepted for opening.",high,"[{'value': 'GHSA-q5hq-fp76-qmrc', 'type': 'GHSA'}, {'value': 'CVE-2021-28677', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-28677'}, {'url': 'https://github.com/python-pillow/Pillow/pull/5377'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.2.0.html#cve-2021-28677-fix-eps-dos-on-open'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html'}, {'url': 'https://github.com/python-pillow/Pillow/commit/5a5e6db0abf4e7a638fb1b3408c4e495a096cb92'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MQHA5HAIBOYI3R6HDWCLAGFTIQP767FL'}, {'url': 'https://github.com/advisories/GHSA-q5hq-fp76-qmrc'}]",2021-06-08T18:49:36Z,2024-04-03T20:32:04Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'high', 'vulnerable_version_range': '< 8.2.0', 'first_patched_version': {'identifier': '8.2.0'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-400', 'name': 'Uncontrolled Resource Consumption'}]",pip,Pillow,high,< 8.2.0,,8.2.0,stellargraph
24,12,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/12,https://github.com/fcas/stellargraph/security/dependabot/12,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,pillow,docs/requirements.txt,runtime,GHSA-jgpv-4h4c-xhw3,,Uncontrolled Resource Consumption in pillow,"### Impact
_Pillow before 8.1.1 allows attackers to cause a denial of service (memory consumption) because the reported size of a contained image is not properly checked for a BLP container, and thus an attempted memory allocation can be very large._

### Patches
_An issue was discovered in Pillow before 6.2.0. When reading specially crafted invalid image files, the library can either allocate very large amounts of memory or take an extremely long period of time to process the image._

### Workarounds
_An issue was discovered in Pillow before 6.2.0. When reading specially crafted invalid image files, the library can either allocate very large amounts of memory or take an extremely long period of time to process the image._

### References
https://nvd.nist.gov/vuln/detail/CVE-2021-27921

### For more information
If you have any questions or comments about this advisory:
* Open an issue in [example link to repo](http://example.com)
* Email us at [example email address](mailto:example@example.com)",medium,"[{'value': 'GHSA-jgpv-4h4c-xhw3', 'type': 'GHSA'}]","[{'url': 'https://github.com/calix2/pyVulApp/security/advisories/GHSA-jgpv-4h4c-xhw3'}, {'url': 'https://github.com/advisories/GHSA-jgpv-4h4c-xhw3'}]",2021-04-23T16:54:36Z,2023-01-09T05:04:45Z,,"[{'package': {'ecosystem': 'pip', 'name': 'pillow'}, 'severity': 'medium', 'vulnerable_version_range': '< 8.1.1', 'first_patched_version': {'identifier': '8.1.2'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-400', 'name': 'Uncontrolled Resource Consumption'}]",pip,pillow,medium,< 8.1.1,,8.1.2,stellargraph
25,11,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/11,https://github.com/fcas/stellargraph/security/dependabot/11,2024-05-24T01:34:04Z,2024-05-24T01:34:04Z,,,,,,,pip,Pygments,docs/requirements.txt,runtime,GHSA-9w8r-397f-prfh,CVE-2021-20270,Infinite Loop in Pygments,"An infinite loop in SMLLexer in Pygments versions 1.5 to 2.7.3 may lead to denial of service when performing syntax highlighting of a Standard ML (SML) source file, as demonstrated by input that only contains the ""exception"" keyword.",high,"[{'value': 'GHSA-9w8r-397f-prfh', 'type': 'GHSA'}, {'value': 'CVE-2021-20270', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-20270'}, {'url': 'https://bugzilla.redhat.com/show_bug.cgi?id=1922136'}, {'url': 'https://www.debian.org/security/2021/dsa-4889'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/05/msg00003.html'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/05/msg00006.html'}, {'url': 'https://www.oracle.com/security-alerts/cpuoct2021.html'}, {'url': 'https://github.com/pygments/pygments/commit/f91804ff4772e3ab41f46e28d370f57898700333'}, {'url': 'https://github.com/advisories/GHSA-9w8r-397f-prfh'}]",2021-04-20T16:35:47Z,2023-08-16T05:02:15Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pygments'}, 'severity': 'high', 'vulnerable_version_range': '>= 1.5, < 2.7.4', 'first_patched_version': {'identifier': '2.7.4'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-835', 'name': ""Loop with Unreachable Exit Condition ('Infinite Loop')""}]",pip,Pygments,high,">= 1.5, < 2.7.4",,2.7.4,stellargraph
26,10,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/10,https://github.com/fcas/stellargraph/security/dependabot/10,2024-05-24T01:34:03Z,2024-05-24T01:34:03Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-p43w-g3c5-g5mq,CVE-2021-25293,Out of bounds read in Pillow,An issue was discovered in Pillow before 8.1.1. There is an out-of-bounds read in SGIRleDecode.c.,high,"[{'value': 'GHSA-p43w-g3c5-g5mq', 'type': 'GHSA'}, {'value': 'CVE-2021-25293', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-25293'}, {'url': 'https://github.com/python-pillow/Pillow/commit/4853e522bddbec66022c0915b9a56255d0188bf9'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://github.com/python-pillow/Pillow/commit/f891baa604636cd2506a9360d170bc2cf4963cc5'}, {'url': 'https://github.com/advisories/GHSA-p43w-g3c5-g5mq'}]",2021-03-29T16:35:27Z,2024-03-26T19:15:27Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'high', 'vulnerable_version_range': '>= 4.3.0, < 8.1.1', 'first_patched_version': {'identifier': '8.1.1'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-125', 'name': 'Out-of-bounds Read'}]",pip,Pillow,high,">= 4.3.0, < 8.1.1",,8.1.1,stellargraph
27,9,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/9,https://github.com/fcas/stellargraph/security/dependabot/9,2024-05-24T01:34:03Z,2024-05-24T01:34:03Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-8xjq-8fcg-g5hw,CVE-2021-25290,Out-of-bounds Write in Pillow,"An issue was discovered in Pillow before 8.1.1. In TiffDecode.c, there is a negative-offset memcpy with an invalid size.",high,"[{'value': 'GHSA-8xjq-8fcg-g5hw', 'type': 'GHSA'}, {'value': 'CVE-2021-25290', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-25290'}, {'url': 'https://github.com/python-pillow/Pillow/commit/86f02f7c70862a0954bfe8133736d352db978eaa'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/07/msg00018.html'}, {'url': 'https://github.com/python-pillow/Pillow/commit/e25be1e33dc526bfd1094bc778a54d8e29bf66c9'}, {'url': 'https://github.com/advisories/GHSA-8xjq-8fcg-g5hw'}]",2021-03-29T16:35:36Z,2024-03-26T19:14:24Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'high', 'vulnerable_version_range': '< 8.1.1', 'first_patched_version': {'identifier': '8.1.1'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-787', 'name': 'Out-of-bounds Write'}]",pip,Pillow,high,< 8.1.1,,8.1.1,stellargraph
28,8,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/8,https://github.com/fcas/stellargraph/security/dependabot/8,2024-05-24T01:34:03Z,2024-05-24T01:34:03Z,,,,,,,pip,Pillow,docs/requirements.txt,runtime,GHSA-9hx2-hgq2-2g4f,CVE-2021-25292,Regular Expression Denial of Service (ReDoS) in Pillow,An issue was discovered in Pillow before 8.1.1. The PDF parser allows a regular expression DoS (ReDoS) attack via a crafted PDF file because of a catastrophic backtracking regex.,medium,"[{'value': 'GHSA-9hx2-hgq2-2g4f', 'type': 'GHSA'}, {'value': 'CVE-2021-25292', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-25292'}, {'url': 'https://github.com/python-pillow/Pillow/commit/3bce145966374dd39ce58a6fc0083f8d1890719c'}, {'url': 'https://github.com/python-pillow/Pillow/commit/6207b44ab1ff4a91d8ddc7579619876d0bb191a4'}, {'url': 'https://pillow.readthedocs.io/en/stable/releasenotes/8.1.1.html'}, {'url': 'https://security.gentoo.org/glsa/202107-33'}, {'url': 'https://github.com/python-pillow/Pillow/commit/521dab94c7ab72b037bd9a83e9663401e0fd2cee'}, {'url': 'https://github.com/advisories/GHSA-9hx2-hgq2-2g4f'}]",2021-03-29T16:35:46Z,2024-03-26T18:50:33Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pillow'}, 'severity': 'medium', 'vulnerable_version_range': '>= 5.1.0, < 8.1.1', 'first_patched_version': {'identifier': '8.1.1'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,6.5,"[{'cwe_id': 'CWE-400', 'name': 'Uncontrolled Resource Consumption'}]",pip,Pillow,medium,">= 5.1.0, < 8.1.1",,8.1.1,stellargraph
29,7,open,https://api.github.com/repos/fcas/stellargraph/dependabot/alerts/7,https://github.com/fcas/stellargraph/security/dependabot/7,2024-05-24T01:34:03Z,2024-05-24T01:34:03Z,,,,,,,pip,Pygments,docs/requirements.txt,runtime,GHSA-pq64-v7f5-gqh8,CVE-2021-27291,Pygments vulnerable to Regular Expression Denial of Service (ReDoS),"In pygments 1.1+, fixed in 2.7.4, the lexers used to parse programming languages rely heavily on regular expressions. Some of the regular expressions have exponential or cubic worst-case complexity and are vulnerable to ReDoS. By crafting malicious input, an attacker can cause a denial of service.",high,"[{'value': 'GHSA-pq64-v7f5-gqh8', 'type': 'GHSA'}, {'value': 'CVE-2021-27291', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-27291'}, {'url': 'https://github.com/pygments/pygments/commit/2e7e8c4a7b318f4032493773732754e418279a14'}, {'url': 'https://gist.github.com/b-c-ds/b1a2cc0c68a35c57188575eb496de5ce'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/03/msg00024.html'}, {'url': 'https://www.debian.org/security/2021/dsa-4878'}, {'url': 'https://www.debian.org/security/2021/dsa-4889'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/05/msg00003.html'}, {'url': 'https://lists.debian.org/debian-lts-announce/2021/05/msg00006.html'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GSJRFHALQ7E3UV4FFMFU2YQ6LUDHAI55/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WSLD67LFGXOX2K5YNESSWAS4AGZIJTUQ/'}, {'url': 'https://github.com/advisories/GHSA-pq64-v7f5-gqh8'}]",2021-03-29T16:33:03Z,2023-08-16T05:02:24Z,,"[{'package': {'ecosystem': 'pip', 'name': 'Pygments'}, 'severity': 'high', 'vulnerable_version_range': '>= 1.1, < 2.7.4', 'first_patched_version': {'identifier': '2.7.4'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-400', 'name': 'Uncontrolled Resource Consumption'}]",pip,Pygments,high,">= 1.1, < 2.7.4",,2.7.4,stellargraph
0,9,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/9,https://github.com/fcas/pix2pix-keras/security/dependabot/9,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,numpy,requirements.txt,runtime,GHSA-9fq2-x9r6-wfmf,CVE-2019-6446,Numpy Deserialization of Untrusted Data,"** DISPUTED **   An issue was discovered in NumPy 1.16.0 and earlier. It uses the pickle Python module unsafely, which allows remote attackers to execute arbitrary code via a crafted serialized object, as demonstrated by a numpy.load call. NOTE: third parties dispute this issue because it is  a behavior that might have legitimate applications in (for example)  loading serialized Python object arrays from trusted and authenticated  sources.",critical,"[{'value': 'GHSA-9fq2-x9r6-wfmf', 'type': 'GHSA'}, {'value': 'CVE-2019-6446', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2019-6446'}, {'url': 'https://github.com/numpy/numpy/issues/12759'}, {'url': 'https://bugzilla.suse.com/show_bug.cgi?id=1122208'}, {'url': 'http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00091.html'}, {'url': 'http://lists.opensuse.org/opensuse-security-announce/2019-09/msg00092.html'}, {'url': 'http://lists.opensuse.org/opensuse-security-announce/2019-10/msg00015.html'}, {'url': 'https://github.com/numpy/numpy/pull/12889'}, {'url': 'https://access.redhat.com/errata/RHSA-2019:3335'}, {'url': 'https://access.redhat.com/errata/RHSA-2019:3704'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/7ZZAYIQNUUYXGMKHSPEEXS4TRYFOUYE4'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/7ZZAYIQNUUYXGMKHSPEEXS4TRYFOUYE4'}, {'url': 'https://web.archive.org/web/20210124234613/https://www.securityfocus.com/bid/106670'}, {'url': 'http://www.securityfocus.com/bid/106670'}, {'url': 'https://github.com/advisories/GHSA-9fq2-x9r6-wfmf'}]",2022-05-24T22:00:57Z,2024-04-22T21:20:59Z,,"[{'package': {'ecosystem': 'pip', 'name': 'numpy'}, 'severity': 'critical', 'vulnerable_version_range': '<= 1.16.0', 'first_patched_version': None}]",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,"[{'cwe_id': 'CWE-502', 'name': 'Deserialization of Untrusted Data'}]",pip,numpy,critical,<= 1.16.0,,,pix2pix-keras
1,8,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/8,https://github.com/fcas/pix2pix-keras/security/dependabot/8,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,numpy,requirements.txt,runtime,GHSA-fpfv-jqm9-f5jm,CVE-2021-34141,Incorrect Comparison in NumPy,"Incomplete string comparison in the numpy.core component in NumPy1.9.x, which allows attackers to fail the APIs via constructing specific string objects.",medium,"[{'value': 'GHSA-fpfv-jqm9-f5jm', 'type': 'GHSA'}, {'value': 'CVE-2021-34141', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-34141'}, {'url': 'https://github.com/numpy/numpy/issues/18993'}, {'url': 'https://www.oracle.com/security-alerts/cpujul2022.html'}, {'url': 'https://github.com/numpy/numpy/issues/18993#issuecomment-1010735102'}, {'url': 'https://github.com/advisories/GHSA-fpfv-jqm9-f5jm'}, {'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/numpy/PYSEC-2021-855.yaml'}]",2021-12-18T00:00:41Z,2023-01-27T05:07:10Z,,"[{'package': {'ecosystem': 'pip', 'name': 'numpy'}, 'severity': 'medium', 'vulnerable_version_range': '< 1.22', 'first_patched_version': {'identifier': '1.22'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,"[{'cwe_id': 'CWE-697', 'name': 'Incorrect Comparison'}]",pip,numpy,medium,< 1.22,,1.22,pix2pix-keras
2,7,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/7,https://github.com/fcas/pix2pix-keras/security/dependabot/7,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,numpy,requirements.txt,runtime,GHSA-5545-2q6w-2gh6,CVE-2021-41495,NumPy NULL Pointer Dereference,"Null Pointer Dereference vulnerability exists in numpy.sort in NumPy &lt and 1.19 in the PyArray_DescrNew function due to missing return-value validation, which allows attackers to conduct DoS attacks by repetitively creating sort arrays.",high,"[{'value': 'GHSA-5545-2q6w-2gh6', 'type': 'GHSA'}, {'value': 'CVE-2021-41495', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-41495'}, {'url': 'https://github.com/numpy/numpy/issues/19038'}, {'url': 'https://www.oracle.com/security-alerts/cpujul2022.html'}, {'url': 'https://github.com/advisories/GHSA-5545-2q6w-2gh6'}, {'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/numpy/PYSEC-2021-856.yaml'}]",2022-02-08T00:00:56Z,2023-01-29T05:01:55Z,,"[{'package': {'ecosystem': 'pip', 'name': 'numpy'}, 'severity': 'high', 'vulnerable_version_range': '<= 1.18.5', 'first_patched_version': {'identifier': '1.19'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-476', 'name': 'NULL Pointer Dereference'}]",pip,numpy,high,<= 1.18.5,,1.19,pix2pix-keras
3,6,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/6,https://github.com/fcas/pix2pix-keras/security/dependabot/6,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,numpy,requirements.txt,runtime,GHSA-f7c7-j99h-c22f,CVE-2021-41496,Buffer Copy without Checking Size of Input in NumPy,"Buffer overflow in the array_from_pyobj function of fortranobject.c in NumPy < 1.19, which allows attackers to conduct a Denial of Service attacks by carefully constructing an array with negative values.",medium,"[{'value': 'GHSA-f7c7-j99h-c22f', 'type': 'GHSA'}, {'value': 'CVE-2021-41496', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-41496'}, {'url': 'https://github.com/numpy/numpy/issues/19000'}, {'url': 'https://www.oracle.com/security-alerts/cpujul2022.html'}, {'url': 'https://github.com/advisories/GHSA-f7c7-j99h-c22f'}]",2022-02-08T00:00:56Z,2023-01-27T05:02:20Z,,"[{'package': {'ecosystem': 'pip', 'name': 'numpy'}, 'severity': 'medium', 'vulnerable_version_range': '<= 1.18.5', 'first_patched_version': {'identifier': '1.19'}}]",CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,5.5,"[{'cwe_id': 'CWE-120', 'name': ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')""}]",pip,numpy,medium,<= 1.18.5,,1.19,pix2pix-keras
