,nature,type,id,description,cwe_counts
129,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,194
130,ChildOf,class,642,External Control of Critical State Data,85
131,ChildOf,class,657,Violation of Secure Design Principles,9
132,ChildOf,class,662,Improper Synchronization,36
133,ChildOf,class,665,Improper Initialization,151
134,ChildOf,class,666,Operation on Resource in Wrong Phase of Lifetime,18
135,ChildOf,class,668,Exposure of Resource to Wrong Sphere,456
136,ChildOf,class,669,Incorrect Resource Transfer Between Spheres,30
137,ChildOf,class,670,Always-Incorrect Control Flow Implementation,1232
138,ChildOf,class,672,Operation on a Resource after Expiration or Release,126
139,ChildOf,class,673,External Influence of Sphere Definition,10
140,ChildOf,class,684,Incorrect Provision of Specified Functionality,6
141,ChildOf,class,704,Incorrect Type Conversion or Cast,202
142,ChildOf,class,705,Incorrect Control Flow Scoping,1
143,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,328
144,ChildOf,class,732,Incorrect Permission Assignment for Critical Resource,6
145,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),600
146,ChildOf,class,754,Improper Check for Unusual or Exceptional Conditions,960
147,ChildOf,class,755,Improper Handling of Exceptional Conditions,106
148,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),84
149,ChildOf,class,799,Improper Control of Interaction Frequency,1
150,ChildOf,class,834,Excessive Iteration,97
151,ChildOf,class,862,Missing Authorization,6
152,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,483
153,ChildOf,class,922,Insecure Storage of Sensitive Information,100
154,ChildOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,11
155,ChildOf,pillar,284,Improper Access Control,20
156,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,312
157,ChildOf,pillar,682,Incorrect Calculation,2194
158,ChildOf,pillar,691,Insufficient Control Flow Management,80
159,ChildOf,pillar,693,Protection Mechanism Failure,87
160,ChildOf,pillar,697,Incorrect Comparison,4
161,ChildOf,pillar,703,Improper Check or Handling of Exceptional Conditions,95
162,ChildOf,pillar,707,Improper Neutralization,812
163,ChildOf,pillar,710,Improper Adherence to Coding Standards,487
164,MemberOf,category,1001,SFP Secondary Cluster: Use of an Improper API,640
165,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,20
166,MemberOf,category,1005,7PK - Input Validation and Representation,1023
167,MemberOf,category,1006,Bad Coding Practices,20
168,MemberOf,category,1009,Audit,73
169,MemberOf,category,1010,Authenticate Actors,28
170,MemberOf,category,1011,Authorize Actors,206
171,MemberOf,category,1012,Cross Cutting,84
172,MemberOf,category,1013,Encrypt Data,212
173,MemberOf,category,1014,Identify Actors,51
174,MemberOf,category,1015,Limit Access,193
175,MemberOf,category,1018,Manage User Sessions,1
176,MemberOf,category,1019,Validate Inputs,1423
177,MemberOf,category,1020,Verify Message Integrity,28
178,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,96
179,MemberOf,category,1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,5
180,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,284
181,MemberOf,category,1030,OWASP Top Ten 2017 Category A4 - XML External Entities (XXE),3
182,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,177
183,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,105
184,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),133
185,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,215
186,MemberOf,category,1129,CISQ Quality Measures (2016) - Reliability,200
187,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,721
188,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),84
189,MemberOf,category,1135,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 01. Declarations and Initialization (DCL),32
190,MemberOf,category,1136,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 02. Expressions (EXP),475
191,MemberOf,category,1137,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 03. Numeric Types and Operations (NUM),656
192,MemberOf,category,1140,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 06. Methods (MET),698
193,MemberOf,category,1141,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 07. Exceptional Behavior (ERR),78
194,MemberOf,category,1142,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 08. Visibility and Atomicity (VNA),24
195,MemberOf,category,1143,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 09. Locking (LCK),9
196,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),290
197,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),480
198,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),334
199,MemberOf,category,1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),1136
200,MemberOf,category,1158,SEI CERT C Coding Standard - Guidelines 04. Integers (INT),758
201,MemberOf,category,1159,SEI CERT C Coding Standard - Guidelines 05. Floating Point (FLP),59
202,MemberOf,category,1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),535
203,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),747
204,MemberOf,category,1162,SEI CERT C Coding Standard - Guidelines 08. Memory Management (MEM),389
205,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),758
206,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),46
207,MemberOf,category,1166,SEI CERT C Coding Standard - Guidelines 11. Signals (SIG),9
208,MemberOf,category,1167,SEI CERT C Coding Standard - Guidelines 12. Error Handling (ERR),26
209,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),109
210,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),68
211,MemberOf,category,1171,SEI CERT C Coding Standard - Guidelines 50. POSIX (POS),19
212,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),262
213,MemberOf,category,1181,SEI CERT Perl Coding Standard - Guidelines 03. Expressions (EXP),84
214,MemberOf,category,1198,Privilege Separation and Access Control Issues,1
215,MemberOf,category,1205,Security Primitives and Cryptography Issues,11
216,MemberOf,category,1208,Cross-Cutting Problems,6
217,MemberOf,category,1210,Audit / Logging Errors,7
218,MemberOf,category,1211,Authentication Errors,16
219,MemberOf,category,1212,Authorization Errors,3
220,MemberOf,category,1213,Random Number Issues,1
221,MemberOf,category,1214,Data Integrity Issues,10
222,MemberOf,category,1215,Data Validation Issues,71
223,MemberOf,category,1218,Memory Buffer Errors,1099
224,MemberOf,category,1219,File Handling Issues,179
225,MemberOf,category,1226,Complexity Issues,118
226,MemberOf,category,1228,API / Function Errors,35
227,MemberOf,category,1237,SFP Primary Cluster: Faulty Resource Release,18
228,MemberOf,category,1238,SFP Primary Cluster: Failure to Release Memory,20
229,MemberOf,category,1306,CISQ Quality Measures - Reliability,743
230,MemberOf,category,1308,CISQ Quality Measures - Security,871
231,MemberOf,category,133,String Errors,5
232,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,807
233,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,95
234,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,1182
235,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,340
236,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,41
237,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,19
238,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,265
239,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,73
240,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),29
241,MemberOf,category,136,Type Errors,101
242,MemberOf,category,1364,ICS Communications: Zone Boundary Failures,124
243,MemberOf,category,1365,ICS Communications: Unreliability,17
244,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,1060
245,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,111
246,MemberOf,category,1369,ICS Supply Chain: IT/OT Convergence/Expansion,9
247,MemberOf,category,137,Data Neutralization Issues,231
248,MemberOf,category,1370,ICS Supply Chain: Common Mode Frailties,2
249,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,20
250,MemberOf,category,1372,ICS Supply Chain: OT Counterfeit and Malicious Corruption,9
251,MemberOf,category,1373,ICS Engineering (Construction/Deployment): Trust Model Problems,9
252,MemberOf,category,1376,ICS Engineering (Construction/Deployment): Security Gaps in Commissioning,7
253,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,803
254,MemberOf,category,1396,Comprehensive Categorization: Access Control,126
255,MemberOf,category,1397,Comprehensive Categorization: Comparison,90
256,MemberOf,category,1398,Comprehensive Categorization: Component Interaction,14
257,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,1282
258,MemberOf,category,1401,Comprehensive Categorization: Concurrency,29
259,MemberOf,category,1402,Comprehensive Categorization: Encryption,232
260,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,202
261,MemberOf,category,1404,Comprehensive Categorization: File Handling,357
262,MemberOf,category,1405,Comprehensive Categorization: Improper Check or Handling of Exceptional Conditions,101
263,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,819
264,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,53
265,MemberOf,category,1408,Comprehensive Categorization: Incorrect Calculation,614
266,MemberOf,category,1409,Comprehensive Categorization: Injection,399
267,MemberOf,category,1410,Comprehensive Categorization: Insufficient Control Flow Management,744
268,MemberOf,category,1411,Comprehensive Categorization: Insufficient Verification of Data Authenticity,76
269,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,528
270,MemberOf,category,1413,Comprehensive Categorization: Protection Mechanism Failure,2
271,MemberOf,category,1414,Comprehensive Categorization: Randomness,1
272,MemberOf,category,1415,Comprehensive Categorization: Resource Control,220
273,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,640
274,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,595
275,MemberOf,category,1418,Comprehensive Categorization: Violation of Secure Design Principles,9
276,MemberOf,category,189,Numeric Errors,652
277,MemberOf,category,19,Data Processing Errors,64
278,MemberOf,category,199,Information Management Errors,436
279,MemberOf,category,227,7PK - API Abuse,18
280,MemberOf,category,254,7PK - Security Features,110
281,MemberOf,category,255,Credentials Management Errors,23
282,MemberOf,category,265,Privilege Issues,9
283,MemberOf,category,275,Permission Issues,5
284,MemberOf,category,310,Cryptographic Issues,46
285,MemberOf,category,361,7PK - Time and State,97
286,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",730
287,MemberOf,category,398,7PK - Code Quality,546
288,MemberOf,category,399,Resource Management Errors,385
289,MemberOf,category,417,Communication Channel Errors,35
290,MemberOf,category,429,Handler Errors,15
291,MemberOf,category,438,Behavioral Problems,55
292,MemberOf,category,452,Initialization and Cleanup Errors,2
293,MemberOf,category,465,Pointer Issues,566
294,MemberOf,category,485,7PK - Encapsulation,122
295,MemberOf,category,557,Concurrency Issues,14
296,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),133
297,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,69
298,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,45
299,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,164
300,MemberOf,category,716,OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF),28
301,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,314
302,MemberOf,category,718,OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,4
303,MemberOf,category,721,OWASP Top Ten 2007 Category A10 - Failure to Restrict URL Access,4
304,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,1136
305,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,252
306,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,44
307,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,133
308,MemberOf,category,726,OWASP Top Ten 2004 Category A5 - Buffer Overflows,202
309,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,135
310,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,124
311,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,69
312,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,1077
313,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,226
314,MemberOf,category,737,CERT C Secure Coding Standard (2008) Chapter 4 - Expressions (EXP),489
315,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),1402
316,MemberOf,category,739,CERT C Secure Coding Standard (2008) Chapter 6 - Floating Point (FLP),388
317,MemberOf,category,740,CERT C Secure Coding Standard (2008) Chapter 7 - Arrays (ARR),86
318,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),255
319,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),1751
320,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),266
321,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),92
322,MemberOf,category,745,CERT C Secure Coding Standard (2008) Chapter 12 - Signals (SIG),9
323,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),766
324,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),852
325,MemberOf,category,748,CERT C Secure Coding Standard (2008) Appendix - POSIX (POS),11
326,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,1093
327,MemberOf,category,752,2009 Top 25 - Risky Resource Management,231
328,MemberOf,category,753,2009 Top 25 - Porous Defenses,59
329,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,367
330,MemberOf,category,802,2010 Top 25 - Risky Resource Management,742
331,MemberOf,category,803,2010 Top 25 - Porous Defenses,52
332,MemberOf,category,808,2010 Top 25 - Weaknesses On the Cusp,554
333,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,39
334,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),133
335,MemberOf,category,812,OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,5
336,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,258
337,MemberOf,category,814,OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF),28
338,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,114
339,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,149
340,MemberOf,category,817,OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,6
341,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,41
342,MemberOf,category,840,Business Logic Errors,35
343,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),77
344,MemberOf,category,846,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 3 - Declarations and Initialization (DCL),32
345,MemberOf,category,847,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 4 - Expressions (EXP),8
346,MemberOf,category,848,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 5 - Numeric Types and Operations (NUM),382
347,MemberOf,category,850,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 7 - Methods (MET),616
348,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),208
349,MemberOf,category,852,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 9 - Visibility and Atomicity (VNA),24
350,MemberOf,category,853,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 10 - Locking (LCK),9
351,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),290
352,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),489
353,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),285
354,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,256
355,MemberOf,category,865,2011 Top 25 - Risky Resource Management,655
356,MemberOf,category,866,2011 Top 25 - Porous Defenses,66
357,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,735
358,MemberOf,category,871,CERT C++ Secure Coding Section 03 - Expressions (EXP),467
359,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),1402
360,MemberOf,category,873,CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP),388
361,MemberOf,category,874,CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR),86
362,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),255
363,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),1786
364,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),376
365,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),92
366,MemberOf,category,879,CERT C++ Secure Coding Section 11 - Signals (SIG),9
367,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),300
368,MemberOf,category,882,CERT C++ Secure Coding Section 14 - Concurrency (CON),6
369,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),935
370,MemberOf,category,901,SFP Primary Cluster: Privilege,18
371,MemberOf,category,905,SFP Primary Cluster: Predictability,1
372,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,126
373,MemberOf,category,930,OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,5
374,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),133
375,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,238
376,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,125
377,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,171
378,MemberOf,category,935,OWASP Top Ten 2013 Category A7 - Missing Function Level Access Control,1
379,MemberOf,category,936,OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF),28
380,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,41
381,MemberOf,category,944,SFP Secondary Cluster: Access Management,9
382,MemberOf,category,945,SFP Secondary Cluster: Insecure Resource Access,1
383,MemberOf,category,946,SFP Secondary Cluster: Insecure Resource Permissions,5
384,MemberOf,category,947,SFP Secondary Cluster: Authentication Bypass,2
385,MemberOf,category,949,SFP Secondary Cluster: Faulty Endpoint Authentication,38
386,MemberOf,category,952,SFP Secondary Cluster: Missing Authentication,2
387,MemberOf,category,953,SFP Secondary Cluster: Missing Endpoint Authentication,3
