,nature,type,id,description,cwe_counts
29,ChildOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,31
30,ChildOf,base,94,Improper Control of Generation of Code ('Code Injection'),1
31,ChildOf,class,185,Incorrect Regular Expression,2
32,ChildOf,class,20,Improper Input Validation,37
33,ChildOf,class,200,Exposure of Sensitive Information to an Unauthorized Actor,244
34,ChildOf,class,287,Improper Authentication,12
35,ChildOf,class,311,Missing Encryption of Sensitive Data,100
36,ChildOf,class,326,Inadequate Encryption Strength,11
37,ChildOf,class,327,Use of a Broken or Risky Cryptographic Algorithm,22
38,ChildOf,class,407,Inefficient Algorithmic Complexity,50
39,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),7
40,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,64
41,ChildOf,class,642,External Control of Critical State Data,37
42,ChildOf,class,668,Exposure of Resource to Wrong Sphere,124
43,ChildOf,class,706,Use of Incorrectly-Resolved Name or Reference,74
44,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),67
45,ChildOf,class,755,Improper Handling of Exceptional Conditions,51
46,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,7
47,ChildOf,class,922,Insecure Storage of Sensitive Information,50
48,ChildOf,pillar,664,Improper Control of a Resource Through its Lifetime,25
49,ChildOf,pillar,693,Protection Mechanism Failure,23
50,ChildOf,pillar,697,Incorrect Comparison,2
51,ChildOf,pillar,707,Improper Neutralization,120
52,ChildOf,pillar,710,Improper Adherence to Coding Standards,10
53,MemberOf,category,1002,SFP Secondary Cluster: Unexpected Entry Points,10
54,MemberOf,category,1005,7PK - Input Validation and Representation,154
55,MemberOf,category,1006,Bad Coding Practices,10
56,MemberOf,category,1009,Audit,31
57,MemberOf,category,1010,Authenticate Actors,11
58,MemberOf,category,1011,Authorize Actors,50
59,MemberOf,category,1013,Encrypt Data,103
60,MemberOf,category,1014,Identify Actors,6
61,MemberOf,category,1015,Limit Access,88
62,MemberOf,category,1019,Validate Inputs,169
63,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,140
64,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,37
65,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,51
66,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),14
67,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,3
68,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,111
69,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),17
70,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),109
71,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),28
72,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),48
73,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),103
74,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),28
75,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),23
76,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),55
77,MemberOf,category,1211,Authentication Errors,6
78,MemberOf,category,1219,File Handling Issues,37
79,MemberOf,category,1226,Complexity Issues,25
80,MemberOf,category,1308,CISQ Quality Measures - Security,91
81,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,272
82,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,45
83,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,173
84,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,138
85,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,19
86,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,6
87,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,3
88,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,31
89,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),7
90,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,101
91,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,50
92,MemberOf,category,137,Data Neutralization Issues,15
93,MemberOf,category,1371,ICS Supply Chain: Poorly Documented or Undocumented Features,10
94,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,119
95,MemberOf,category,1396,Comprehensive Categorization: Access Control,23
96,MemberOf,category,1397,Comprehensive Categorization: Comparison,4
97,MemberOf,category,1402,Comprehensive Categorization: Encryption,114
98,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,65
99,MemberOf,category,1404,Comprehensive Categorization: File Handling,111
100,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,103
101,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,17
102,MemberOf,category,1409,Comprehensive Categorization: Injection,53
103,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,10
104,MemberOf,category,1415,Comprehensive Categorization: Resource Control,3
105,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,50
106,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,252
107,MemberOf,category,19,Data Processing Errors,12
108,MemberOf,category,199,Information Management Errors,212
109,MemberOf,category,254,7PK - Security Features,50
110,MemberOf,category,255,Credentials Management Errors,11
111,MemberOf,category,310,Cryptographic Issues,22
112,MemberOf,category,361,7PK - Time and State,28
113,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",51
114,MemberOf,category,399,Resource Management Errors,40
115,MemberOf,category,417,Communication Channel Errors,7
116,MemberOf,category,485,7PK - Encapsulation,61
117,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),14
118,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,1
119,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,37
120,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,120
121,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,127
122,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,74
123,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,14
124,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,1
125,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,51
126,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,23
127,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,25
128,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,108
129,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),103
130,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),103
131,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),37
132,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),103
133,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),103
134,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,185
135,MemberOf,category,752,2009 Top 25 - Risky Resource Management,38
136,MemberOf,category,753,2009 Top 25 - Porous Defenses,23
137,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,75
138,MemberOf,category,802,2010 Top 25 - Risky Resource Management,37
139,MemberOf,category,803,2010 Top 25 - Porous Defenses,23
140,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),14
141,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,74
142,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,51
143,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,73
144,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,10
145,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),17
146,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),102
147,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),109
148,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),28
149,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),25
150,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,24
151,MemberOf,category,865,2011 Top 25 - Risky Resource Management,37
152,MemberOf,category,866,2011 Top 25 - Porous Defenses,23
153,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,51
154,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),103
155,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),103
156,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),74
157,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),102
158,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),143
159,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),14
160,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,74
161,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,61
162,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,84
163,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,10
164,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,34
165,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,271
166,MemberOf,category,964,SFP Secondary Cluster: Exposure Temporary File,28
167,MemberOf,category,975,SFP Secondary Cluster: Architecture,50
168,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,148
169,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,25
170,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,66
171,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,1
172,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,17
173,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,106
174,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,227
175,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,248
176,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,223
177,MemberOf,view,1340,CISQ Data Protection Measures,141
178,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,242
179,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,190
180,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,165
181,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,249
182,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,214
183,MemberOf,view,884,CWE Cross-section,328
184,ParentOf,base,112,Missing XML Validation,103
185,ParentOf,base,117,Improper Output Neutralization for Logs,120
186,ParentOf,base,1173,Improper Use of Validation Framework,103
187,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),103
188,ParentOf,base,1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,25
189,ParentOf,base,1240,Use of a Cryptographic Primitive with a Risky Implementation,23
190,ParentOf,base,1246,Improper Write Handling in Limited-write Non-Volatile Memories,25
191,ParentOf,base,1258,Exposure of Sensitive System Information Due to Uncleared Debug Information,59
192,ParentOf,base,1273,Device Unlock Credential Sharing,59
193,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,206
194,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",103
195,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,103
196,ParentOf,base,1287,Improper Validation of Specified Type of Input,103
197,ParentOf,base,1288,Improper Validation of Consistency within Input,103
198,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,103
199,ParentOf,base,1295,Debug Messages Revealing Unnecessary Information,59
200,ParentOf,base,1336,Improper Neutralization of Special Elements Used in a Template Engine,1
201,ParentOf,base,134,Use of Externally-Controlled Format String,103
202,ParentOf,base,15,External Control of System or Configuration Setting,103
203,ParentOf,base,170,Improper Null Termination,103
204,ParentOf,base,179,Incorrect Behavior Order: Early Validation,103
205,ParentOf,base,186,Overly Restrictive Regular Expression,2
206,ParentOf,base,190,Integer Overflow or Wraparound,103
207,ParentOf,base,201,Insertion of Sensitive Information Into Sent Data,59
208,ParentOf,base,203,Observable Discrepancy,118
209,ParentOf,base,209,Generation of Error Message Containing Sensitive Information,118
210,ParentOf,base,210,Self-generated Error Message Containing Sensitive Information,51
211,ParentOf,base,211,Externally-Generated Error Message Containing Sensitive Information,51
212,ParentOf,base,213,Exposure of Sensitive Information Due to Incompatible Policies,59
213,ParentOf,base,214,Invocation of Process Using Visible Sensitive Information,51
214,ParentOf,base,215,Insertion of Sensitive Information Into Debugging Code,59
215,ParentOf,base,23,Relative Path Traversal,111
216,ParentOf,base,296,Improper Following of a Certificate's Chain of Trust,6
217,ParentOf,base,299,Improper Check for Certificate Revocation,6
218,ParentOf,base,328,Use of Weak Hash,23
219,ParentOf,base,359,Exposure of Private Personal Information to an Unauthorized Actor,59
220,ParentOf,base,36,Absolute Path Traversal,111
221,ParentOf,base,378,Creation of Temporary File With Insecure Permissions,28
222,ParentOf,base,379,Creation of Temporary File in Directory with Insecure Permissions,28
223,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,103
224,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),103
225,ParentOf,base,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,59
226,ParentOf,base,532,Insertion of Sensitive Information into Log File,59
227,ParentOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,59
228,ParentOf,base,625,Permissive Regular Expression,2
229,ParentOf,base,641,Improper Restriction of Names for Files and Other Resources,37
230,ParentOf,base,694,Use of Multiple Resources with Duplicate Identifier,37
231,ParentOf,base,73,External Control of File Name or Path,103
232,ParentOf,base,770,Allocation of Resources Without Limits or Throttling,50
233,ParentOf,base,771,Missing Reference to Active Allocated Resource,25
234,ParentOf,base,779,Logging of Excessive Data,25
235,ParentOf,base,838,Inappropriate Encoding for Output Context,34
236,ParentOf,base,914,Improper Control of Dynamically-Identified Variables,37
237,ParentOf,base,916,Use of Password Hash With Insufficient Computational Effort,34
238,ParentOf,base,920,Improper Restriction of Power Consumption,50
239,ParentOf,base,96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),1
240,ParentOf,class,114,Process Control,140
241,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,103
242,ParentOf,class,405,Asymmetric Resource Consumption (Amplification),25
243,ParentOf,variant,102,Struts: Duplicate Validation Forms,103
244,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,103
245,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,103
246,ParentOf,variant,105,Struts: Form Field Without Validator,103
247,ParentOf,variant,106,Struts: Plug-in Framework not in Use,103
248,ParentOf,variant,107,Struts: Unused Validation Form,103
249,ParentOf,variant,108,Struts: Unvalidated Action Form,103
250,ParentOf,variant,109,Struts: Validator Turned Off,103
251,ParentOf,variant,11,ASP.NET Misconfiguration: Creating Debug Binary,10
252,ParentOf,variant,110,Struts: Validator Without Form Field,103
253,ParentOf,variant,111,Direct Use of Unsafe JNI,103
254,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),103
255,ParentOf,variant,129,Improper Validation of Array Index,103
256,ParentOf,variant,24,Path Traversal: '../filedir',37
257,ParentOf,variant,25,Path Traversal: '/../filedir',37
258,ParentOf,variant,26,Path Traversal: '/dir/../filename',37
259,ParentOf,variant,27,Path Traversal: 'dir/../../filename',37
260,ParentOf,variant,28,Path Traversal: '..\filedir',37
261,ParentOf,variant,29,Path Traversal: '\..\filename',37
262,ParentOf,variant,297,Improper Validation of Certificate with Host Mismatch,6
263,ParentOf,variant,298,Improper Validation of Certificate Expiration,6
264,ParentOf,variant,30,Path Traversal: '\dir\..\filename',37
265,ParentOf,variant,31,Path Traversal: 'dir\..\..\filename',37
266,ParentOf,variant,313,Cleartext Storage in a File or on Disk,50
267,ParentOf,variant,314,Cleartext Storage in the Registry,50
268,ParentOf,variant,315,Cleartext Storage of Sensitive Information in a Cookie,50
269,ParentOf,variant,316,Cleartext Storage of Sensitive Information in Memory,50
270,ParentOf,variant,317,Cleartext Storage of Sensitive Information in GUI,50
271,ParentOf,variant,318,Cleartext Storage of Sensitive Information in Executable,50
272,ParentOf,variant,32,Path Traversal: '...' (Triple Dot),37
273,ParentOf,variant,33,Path Traversal: '....' (Multiple Dot),37
274,ParentOf,variant,34,Path Traversal: '....//',37
275,ParentOf,variant,35,Path Traversal: '.../...//',37
276,ParentOf,variant,37,Path Traversal: '/absolute/pathname/here',37
277,ParentOf,variant,38,Path Traversal: '\absolute\pathname\here',37
278,ParentOf,variant,39,Path Traversal: 'C:dirname',37
279,ParentOf,variant,40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),37
280,ParentOf,variant,526,Cleartext Storage of Sensitive Information in an Environment Variable,50
281,ParentOf,variant,548,Exposure of Information Through Directory Listing,51
282,ParentOf,variant,550,Server-generated Error Message Containing Sensitive Information,51
283,ParentOf,variant,599,Missing Validation of OpenSSL Certificate,6
284,ParentOf,variant,622,Improper Validation of Function Hook Arguments,103
285,ParentOf,variant,644,Improper Neutralization of HTTP Headers for Scripting Syntax,17
286,ParentOf,variant,759,Use of a One-Way Hash without a Salt,11
287,ParentOf,variant,760,Use of a One-Way Hash with a Predictable Salt,11
288,ParentOf,variant,780,Use of RSA Algorithm without OAEP,23
289,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,103
290,ParentOf,variant,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),14
291,ParentOf,variant,81,Improper Neutralization of Script in an Error Message Web Page,14
292,ParentOf,variant,83,Improper Neutralization of Script in Attributes in a Web Page,14
293,ParentOf,variant,84,Improper Neutralization of Encoded URI Schemes in a Web Page,14
294,ParentOf,variant,85,Doubled Character XSS Manipulations,14
295,ParentOf,variant,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,14
296,ParentOf,variant,87,Improper Neutralization of Alternate XSS Syntax,14
297,ParentOf,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),1
298,PeerOf,base,1295,Debug Messages Revealing Unnecessary Information,51
299,PeerOf,base,301,Reflection Attack in an Authentication Protocol,23
300,PeerOf,base,322,Key Exchange without Entity Authentication,6
301,PeerOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,3
302,PeerOf,class,311,Missing Encryption of Sensitive Data,23
303,PeerOf,class,345,Insufficient Verification of Data Authenticity,103
304,PeerOf,class,706,Use of Incorrectly-Resolved Name or Reference,37
305,PeerOf,composite,352,Cross-Site Request Forgery (CSRF),14
