,nature,type,id,description,cwe_counts
131,MemberOf,category,1005,7PK - Input Validation and Representation,715
132,MemberOf,category,1009,Audit,11
133,MemberOf,category,1010,Authenticate Actors,6
134,MemberOf,category,1011,Authorize Actors,106
135,MemberOf,category,1012,Cross Cutting,84
136,MemberOf,category,1013,Encrypt Data,6
137,MemberOf,category,1014,Identify Actors,39
138,MemberOf,category,1015,Limit Access,17
139,MemberOf,category,1018,Manage User Sessions,1
140,MemberOf,category,1019,Validate Inputs,1085
141,MemberOf,category,1020,Verify Message Integrity,28
142,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,96
143,MemberOf,category,1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,5
144,MemberOf,category,1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,4
145,MemberOf,category,1030,OWASP Top Ten 2017 Category A4 - XML External Entities (XXE),3
146,MemberOf,category,1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,103
147,MemberOf,category,1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,3
148,MemberOf,category,1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),105
149,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,209
150,MemberOf,category,1129,CISQ Quality Measures (2016) - Reliability,200
151,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,499
152,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),50
153,MemberOf,category,1135,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 01. Declarations and Initialization (DCL),32
154,MemberOf,category,1136,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 02. Expressions (EXP),475
155,MemberOf,category,1137,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 03. Numeric Types and Operations (NUM),656
156,MemberOf,category,1140,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 06. Methods (MET),698
157,MemberOf,category,1141,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 07. Exceptional Behavior (ERR),78
158,MemberOf,category,1142,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 08. Visibility and Atomicity (VNA),24
159,MemberOf,category,1143,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 09. Locking (LCK),9
160,MemberOf,category,1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),72
161,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),424
162,MemberOf,category,1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),238
163,MemberOf,category,1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),1136
164,MemberOf,category,1158,SEI CERT C Coding Standard - Guidelines 04. Integers (INT),758
165,MemberOf,category,1159,SEI CERT C Coding Standard - Guidelines 05. Floating Point (FLP),59
166,MemberOf,category,1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),535
167,MemberOf,category,1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),747
168,MemberOf,category,1162,SEI CERT C Coding Standard - Guidelines 08. Memory Management (MEM),389
169,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),552
170,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),46
171,MemberOf,category,1166,SEI CERT C Coding Standard - Guidelines 11. Signals (SIG),9
172,MemberOf,category,1167,SEI CERT C Coding Standard - Guidelines 12. Error Handling (ERR),26
173,MemberOf,category,1169,SEI CERT C Coding Standard - Guidelines 14. Concurrency (CON),53
174,MemberOf,category,1170,SEI CERT C Coding Standard - Guidelines 48. Miscellaneous (MSC),22
175,MemberOf,category,1171,SEI CERT C Coding Standard - Guidelines 50. POSIX (POS),19
176,MemberOf,category,1179,SEI CERT Perl Coding Standard - Guidelines 01. Input Validation and Data Sanitization (IDS),152
177,MemberOf,category,1181,SEI CERT Perl Coding Standard - Guidelines 03. Expressions (EXP),84
178,MemberOf,category,1198,Privilege Separation and Access Control Issues,1
179,MemberOf,category,1205,Security Primitives and Cryptography Issues,11
180,MemberOf,category,1208,Cross-Cutting Problems,6
181,MemberOf,category,1210,Audit / Logging Errors,7
182,MemberOf,category,1211,Authentication Errors,4
183,MemberOf,category,1212,Authorization Errors,3
184,MemberOf,category,1213,Random Number Issues,1
185,MemberOf,category,1214,Data Integrity Issues,10
186,MemberOf,category,1215,Data Validation Issues,71
187,MemberOf,category,1218,Memory Buffer Errors,1099
188,MemberOf,category,1219,File Handling Issues,105
189,MemberOf,category,1226,Complexity Issues,68
190,MemberOf,category,1228,API / Function Errors,35
191,MemberOf,category,1237,SFP Primary Cluster: Faulty Resource Release,18
192,MemberOf,category,1238,SFP Primary Cluster: Failure to Release Memory,20
193,MemberOf,category,1306,CISQ Quality Measures - Reliability,743
194,MemberOf,category,1308,CISQ Quality Measures - Security,689
195,MemberOf,category,133,String Errors,5
196,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,263
197,MemberOf,category,1346,OWASP Top Ten 2021 Category A02:2021 - Cryptographic Failures,5
198,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,836
199,MemberOf,category,1348,OWASP Top Ten 2021 Category A04:2021 - Insecure Design,64
200,MemberOf,category,1349,OWASP Top Ten 2021 Category A05:2021 - Security Misconfiguration,3
201,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,7
202,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,259
203,MemberOf,category,1355,OWASP Top Ten 2021 Category A09:2021 - Security Logging and Monitoring Failures,11
204,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),15
205,MemberOf,category,136,Type Errors,101
206,MemberOf,category,1364,ICS Communications: Zone Boundary Failures,124
207,MemberOf,category,1365,ICS Communications: Unreliability,17
208,MemberOf,category,1366,ICS Communications: Frail Security in Protocols,858
209,MemberOf,category,1368,ICS Dependencies (& Architecture): External Digital Systems,11
210,MemberOf,category,1369,ICS Supply Chain: IT/OT Convergence/Expansion,9
211,MemberOf,category,137,Data Neutralization Issues,201
212,MemberOf,category,1370,ICS Supply Chain: Common Mode Frailties,2
213,MemberOf,category,1372,ICS Supply Chain: OT Counterfeit and Malicious Corruption,9
214,MemberOf,category,1373,ICS Engineering (Construction/Deployment): Trust Model Problems,9
215,MemberOf,category,1376,ICS Engineering (Construction/Deployment): Security Gaps in Commissioning,7
216,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,565
217,MemberOf,category,1396,Comprehensive Categorization: Access Control,80
218,MemberOf,category,1397,Comprehensive Categorization: Comparison,82
219,MemberOf,category,1398,Comprehensive Categorization: Component Interaction,14
220,MemberOf,category,1399,Comprehensive Categorization: Memory Safety,1282
221,MemberOf,category,1401,Comprehensive Categorization: Concurrency,29
222,MemberOf,category,1402,Comprehensive Categorization: Encryption,4
223,MemberOf,category,1403,Comprehensive Categorization: Exposed Resource,72
224,MemberOf,category,1404,Comprehensive Categorization: File Handling,135
225,MemberOf,category,1405,Comprehensive Categorization: Improper Check or Handling of Exceptional Conditions,101
226,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,613
227,MemberOf,category,1407,Comprehensive Categorization: Improper Neutralization,19
228,MemberOf,category,1408,Comprehensive Categorization: Incorrect Calculation,614
229,MemberOf,category,1409,Comprehensive Categorization: Injection,293
230,MemberOf,category,1410,Comprehensive Categorization: Insufficient Control Flow Management,744
231,MemberOf,category,1411,Comprehensive Categorization: Insufficient Verification of Data Authenticity,76
232,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,508
233,MemberOf,category,1413,Comprehensive Categorization: Protection Mechanism Failure,2
234,MemberOf,category,1414,Comprehensive Categorization: Randomness,1
235,MemberOf,category,1415,Comprehensive Categorization: Resource Control,214
236,MemberOf,category,1416,Comprehensive Categorization: Resource Lifecycle Management,540
237,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,91
238,MemberOf,category,1418,Comprehensive Categorization: Violation of Secure Design Principles,9
239,MemberOf,category,189,Numeric Errors,652
240,MemberOf,category,19,Data Processing Errors,40
241,MemberOf,category,199,Information Management Errors,12
242,MemberOf,category,227,7PK - API Abuse,18
243,MemberOf,category,254,7PK - Security Features,10
244,MemberOf,category,255,Credentials Management Errors,1
245,MemberOf,category,265,Privilege Issues,9
246,MemberOf,category,275,Permission Issues,5
247,MemberOf,category,310,Cryptographic Issues,2
248,MemberOf,category,361,7PK - Time and State,41
249,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",628
250,MemberOf,category,398,7PK - Code Quality,546
251,MemberOf,category,399,Resource Management Errors,305
252,MemberOf,category,417,Communication Channel Errors,21
253,MemberOf,category,429,Handler Errors,15
254,MemberOf,category,438,Behavioral Problems,55
255,MemberOf,category,452,Initialization and Cleanup Errors,2
256,MemberOf,category,465,Pointer Issues,566
257,MemberOf,category,557,Concurrency Issues,14
258,MemberOf,category,712,OWASP Top Ten 2007 Category A1 - Cross Site Scripting (XSS),105
259,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,69
260,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,43
261,MemberOf,category,715,OWASP Top Ten 2007 Category A4 - Insecure Direct Object Reference,90
262,MemberOf,category,716,OWASP Top Ten 2007 Category A5 - Cross Site Request Forgery (CSRF),28
263,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,74
264,MemberOf,category,718,OWASP Top Ten 2007 Category A7 - Broken Authentication and Session Management,4
265,MemberOf,category,721,OWASP Top Ten 2007 Category A10 - Failure to Restrict URL Access,4
266,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,882
267,MemberOf,category,723,OWASP Top Ten 2004 Category A2 - Broken Access Control,104
268,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,44
269,MemberOf,category,725,OWASP Top Ten 2004 Category A4 - Cross-Site Scripting (XSS) Flaws,105
270,MemberOf,category,726,OWASP Top Ten 2004 Category A5 - Buffer Overflows,202
271,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,133
272,MemberOf,category,728,OWASP Top Ten 2004 Category A7 - Improper Error Handling,22
273,MemberOf,category,729,OWASP Top Ten 2004 Category A8 - Insecure Storage,23
274,MemberOf,category,730,OWASP Top Ten 2004 Category A9 - Denial of Service,1027
275,MemberOf,category,731,OWASP Top Ten 2004 Category A10 - Insecure Configuration Management,10
276,MemberOf,category,737,CERT C Secure Coding Standard (2008) Chapter 4 - Expressions (EXP),489
277,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),1196
278,MemberOf,category,739,CERT C Secure Coding Standard (2008) Chapter 6 - Floating Point (FLP),388
279,MemberOf,category,740,CERT C Secure Coding Standard (2008) Chapter 7 - Arrays (ARR),86
280,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),255
281,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),1545
282,MemberOf,category,743,CERT C Secure Coding Standard (2008) Chapter 10 - Input Output (FIO),192
283,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),92
284,MemberOf,category,745,CERT C Secure Coding Standard (2008) Chapter 12 - Signals (SIG),9
285,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),560
286,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),646
287,MemberOf,category,748,CERT C Secure Coding Standard (2008) Appendix - POSIX (POS),11
288,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,723
289,MemberOf,category,752,2009 Top 25 - Risky Resource Management,155
290,MemberOf,category,753,2009 Top 25 - Porous Defenses,13
291,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,217
292,MemberOf,category,802,2010 Top 25 - Risky Resource Management,668
293,MemberOf,category,803,2010 Top 25 - Porous Defenses,6
294,MemberOf,category,808,2010 Top 25 - Weaknesses On the Cusp,554
295,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,39
296,MemberOf,category,811,OWASP Top Ten 2010 Category A2 - Cross-Site Scripting (XSS),105
297,MemberOf,category,812,OWASP Top Ten 2010 Category A3 - Broken Authentication and Session Management,5
298,MemberOf,category,813,OWASP Top Ten 2010 Category A4 - Insecure Direct Object References,110
299,MemberOf,category,814,OWASP Top Ten 2010 Category A5 - Cross-Site Request Forgery(CSRF),28
300,MemberOf,category,815,OWASP Top Ten 2010 Category A6 - Security Misconfiguration,12
301,MemberOf,category,816,OWASP Top Ten 2010 Category A7 - Insecure Cryptographic Storage,3
302,MemberOf,category,817,OWASP Top Ten 2010 Category A8 - Failure to Restrict URL Access,6
303,MemberOf,category,819,OWASP Top Ten 2010 Category A10 - Unvalidated Redirects and Forwards,21
304,MemberOf,category,840,Business Logic Errors,35
305,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),43
306,MemberOf,category,846,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 3 - Declarations and Initialization (DCL),32
307,MemberOf,category,847,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 4 - Expressions (EXP),8
308,MemberOf,category,848,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 5 - Numeric Types and Operations (NUM),382
309,MemberOf,category,850,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 7 - Methods (MET),616
310,MemberOf,category,851,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 8 - Exceptional Behavior (ERR),4
311,MemberOf,category,852,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 9 - Visibility and Atomicity (VNA),24
312,MemberOf,category,853,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 10 - Locking (LCK),9
313,MemberOf,category,857,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 14 - Input Output (FIO),72
314,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),433
315,MemberOf,category,861,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 18 - Miscellaneous (MSC),235
316,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,208
317,MemberOf,category,865,2011 Top 25 - Risky Resource Management,581
318,MemberOf,category,866,2011 Top 25 - Porous Defenses,20
319,MemberOf,category,867,2011 Top 25 - Weaknesses On the Cusp,633
320,MemberOf,category,871,CERT C++ Secure Coding Section 03 - Expressions (EXP),467
321,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),1196
322,MemberOf,category,873,CERT C++ Secure Coding Section 05 - Floating Point Arithmetic (FLP),388
323,MemberOf,category,874,CERT C++ Secure Coding Section 06 - Arrays and the STL (ARR),86
324,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),255
325,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),1580
326,MemberOf,category,877,CERT C++ Secure Coding Section 09 - Input Output (FIO),228
327,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),92
328,MemberOf,category,879,CERT C++ Secure Coding Section 11 - Signals (SIG),9
329,MemberOf,category,880,CERT C++ Secure Coding Section 12 - Exceptions and Error Handling (ERR),96
330,MemberOf,category,882,CERT C++ Secure Coding Section 14 - Concurrency (CON),6
331,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),649
332,MemberOf,category,901,SFP Primary Cluster: Privilege,18
333,MemberOf,category,905,SFP Primary Cluster: Predictability,1
334,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,126
335,MemberOf,category,930,OWASP Top Ten 2013 Category A2 - Broken Authentication and Session Management,5
336,MemberOf,category,931,OWASP Top Ten 2013 Category A3 - Cross-Site Scripting (XSS),105
337,MemberOf,category,932,OWASP Top Ten 2013 Category A4 - Insecure Direct Object References,90
338,MemberOf,category,933,OWASP Top Ten 2013 Category A5 - Security Misconfiguration,3
339,MemberOf,category,934,OWASP Top Ten 2013 Category A6 - Sensitive Data Exposure,3
340,MemberOf,category,935,OWASP Top Ten 2013 Category A7 - Missing Function Level Access Control,1
341,MemberOf,category,936,OWASP Top Ten 2013 Category A8 - Cross-Site Request Forgery (CSRF),28
342,MemberOf,category,938,OWASP Top Ten 2013 Category A10 - Unvalidated Redirects and Forwards,21
343,MemberOf,category,944,SFP Secondary Cluster: Access Management,9
344,MemberOf,category,945,SFP Secondary Cluster: Insecure Resource Access,1
345,MemberOf,category,946,SFP Secondary Cluster: Insecure Resource Permissions,5
346,MemberOf,category,947,SFP Secondary Cluster: Authentication Bypass,2
347,MemberOf,category,949,SFP Secondary Cluster: Faulty Endpoint Authentication,38
348,MemberOf,category,952,SFP Secondary Cluster: Missing Authentication,2
349,MemberOf,category,953,SFP Secondary Cluster: Missing Endpoint Authentication,3
350,MemberOf,category,955,SFP Secondary Cluster: Unrestricted Authentication,1
351,MemberOf,category,958,SFP Secondary Cluster: Broken Cryptography,3
352,MemberOf,category,962,SFP Secondary Cluster: Unchecked Status Condition,134
353,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,110
354,MemberOf,category,964,SFP Secondary Cluster: Exposure Temporary File,26
355,MemberOf,category,967,SFP Secondary Cluster: State Disclosure,20
356,MemberOf,category,968,SFP Secondary Cluster: Covert Channel,3
357,MemberOf,category,969,SFP Secondary Cluster: Faulty Memory Release,18
358,MemberOf,category,970,SFP Secondary Cluster: Faulty Buffer Access,707
359,MemberOf,category,971,SFP Secondary Cluster: Faulty Pointer Use,467
360,MemberOf,category,974,SFP Secondary Cluster: Incorrect Buffer Length Computation,80
361,MemberOf,category,975,SFP Secondary Cluster: Architecture,2
362,MemberOf,category,977,SFP Secondary Cluster: Design,174
363,MemberOf,category,980,SFP Secondary Cluster: Link in Resource Name Resolution,1
364,MemberOf,category,981,SFP Secondary Cluster: Path Traversal,136
365,MemberOf,category,982,SFP Secondary Cluster: Failure to Release Resource,2
366,MemberOf,category,983,SFP Secondary Cluster: Faulty Resource Use,24
367,MemberOf,category,985,SFP Secondary Cluster: Unrestricted Consumption,242
368,MemberOf,category,986,SFP Secondary Cluster: Missing Lock,18
369,MemberOf,category,988,SFP Secondary Cluster: Race Condition Window,20
370,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,283
371,MemberOf,category,991,SFP Secondary Cluster: Tainted Input to Environment,58
372,MemberOf,category,992,SFP Secondary Cluster: Faulty Input Transformation,6
373,MemberOf,category,993,SFP Secondary Cluster: Incorrect Input Handling,16
374,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,751
375,MemberOf,category,998,SFP Secondary Cluster: Glitch in Computation,686
376,MemberOf,view,1000,Research Concepts,102
377,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,1281
378,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2942
379,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2772
380,MemberOf,view,1340,CISQ Data Protection Measures,737
381,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2937
382,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,2945
